gesture_class,source_file,source_directory,WRIST_x,WRIST_y,THUMB_CMC_x,THUMB_CMC_y,THUMB_MCP_x,THUMB_MCP_y,THUMB_IP_x,THUMB_IP_y,THUMB_TIP_x,THUMB_TIP_y,INDEX_FINGER_MCP_x,INDEX_FINGER_MCP_y,INDEX_FINGER_PIP_x,INDEX_FINGER_PIP_y,INDEX_FINGER_DIP_x,INDEX_FINGER_DIP_y,INDEX_FINGER_TIP_x,INDEX_FINGER_TIP_y,MIDDLE_FINGER_MCP_x,MIDDLE_FINGER_MCP_y,MIDDLE_FINGER_PIP_x,MIDDLE_FINGER_PIP_y,MIDDLE_FINGER_DIP_x,MIDDLE_FINGER_DIP_y,MIDDLE_FINGER_TIP_x,MIDDLE_FINGER_TIP_y,RING_FINGER_MCP_x,RING_FINGER_MCP_y,RING_FINGER_PIP_x,RING_FINGER_PIP_y,RING_FINGER_DIP_x,RING_FINGER_DIP_y,RING_FINGER_TIP_x,RING_FINGER_TIP_y,PINKY_MCP_x,PINKY_MCP_y,PINKY_PIP_x,PINKY_PIP_y,PINKY_DIP_x,PINKY_DIP_y,PINKY_TIP_x,PINKY_TIP_y
A-sign,landmarks_image_0000.json,C:\Users\Administrator\PycharmProjects\Kinect_body_tracking_v2/closer_data_coords\A-sign,0.6914796829223633,0.40816208720207214,0.626291036605835,0.39198288321495056,0.5787076950073242,0.3574050962924957,0.5560618042945862,0.32316285371780396,0.548975944519043,0.29048728942871094,0.5975496768951416,0.3058907389640808,0.5813364386558533,0.3022060990333557,0.5959591269493103,0.3334406018257141,0.6110042333602905,0.35956352949142456,0.6267303228378296,0.296572208404541,0.6079313158988953,0.30159395933151245,0.6243239045143127,0.33724117279052734,0.6387460231781006,0.3656036853790283,0.6584982872009277,0.291686087846756,0.6345528960227966,0.3014523983001709,0.6491721868515015,0.33573856949806213,0.6640520095825195,0.36301279067993164,0.6945195198059082,0.29181912541389465,0.6652143001556396,0.29700571298599243,0.6716392040252686,0.32436177134513855,0.682655394077301,0.346278578042984
A-sign,landmarks_image_0001.json,C:\Users\Administrator\PycharmProjects\Kinect_body_tracking_v2/closer_data_coords\A-sign,0.6435881853103638,0.3494923412799835,0.5781423449516296,0.33898913860321045,0.5269441604614258,0.2984282672405243,0.5066631436347961,0.26098504662513733,0.49360746145248413,0.22840242087841034,0.5462416410446167,0.24674102663993835,0.5281541347503662,0.24271191656589508,0.545525312423706,0.27500027418136597,0.562417209148407,0.3001042902469635,0.5795408487319946,0.23847904801368713,0.5587704181671143,0.23957663774490356,0.5787075161933899,0.2776060998439789,0.5961689949035645,0.3066904544830322,0.614456295967102,0.23473390936851501,0.5901597142219543,0.23949624598026276,0.6066755056381226,0.2762608230113983,0.6224188804626465,0.3046138286590576,0.6525673270225525,0.2353542000055313,0.6243842244148254,0.2369847446680069,0.6310467720031738,0.26582974195480347,0.6418888568878174,0.28772249817848206
A-sign,landmarks_image_0002.json,C:\Users\Administrator\PycharmProjects\Kinect_body_tracking_v2/closer_data_coords\A-sign,0.5593240261077881,0.2985665202140808,0.5016616582870483,0.2906087338924408,0.4513624608516693,0.25224602222442627,0.43217623233795166,0.2147979885339737,0.4250018298625946,0.18392685055732727,0.4680912494659424,0.2076280266046524,0.45177799463272095,0.19508770108222961,0.4654088318347931,0.22445617616176605,0.48011815547943115,0.24959075450897217,0.5006923079490662,0.19951315224170685,0.4816536605358124,0.1890440583229065,0.4965844750404358,0.2259383499622345,0.5109630227088928,0.25607919692993164,0.535671591758728,0.1946653574705124,0.5117896199226379,0.18918108940124512,0.5249353647232056,0.2268752008676529,0.5386646389961243,0.2566886246204376,0.5737625360488892,0.19388167560100555,0.5450388193130493,0.18750283122062683,0.5496914982795715,0.21718227863311768,0.5606186389923096,0.24063454568386078
A-sign,landmarks_image_0003.json,C:\Users\Administrator\PycharmProjects\Kinect_body_tracking_v2/closer_data_coords\A-sign,0.54262375831604,0.29849445819854736,0.4847644865512848,0.2877362370491028,0.4390721321105957,0.24945364892482758,0.42170393466949463,0.21246297657489777,0.4126359820365906,0.1814020425081253,0.45541882514953613,0.20482729375362396,0.4400443434715271,0.1918230801820755,0.4521264135837555,0.22083443403244019,0.466763973236084,0.24712054431438446,0.48674720525741577,0.19770343601703644,0.4687557816505432,0.1875728964805603,0.4810692369937897,0.223533496260643,0.4946354329586029,0.2541812062263489,0.5201658010482788,0.1939745396375656,0.49582430720329285,0.18852253258228302,0.5072541236877441,0.22491712868213654,0.5210167765617371,0.2548334002494812,0.5566182732582092,0.1943839192390442,0.5276134014129639,0.18796737492084503,0.5298044681549072,0.21685007214546204,0.5386624932289124,0.2409820258617401
A-sign,landmarks_image_0004.json,C:\Users\Administrator\PycharmProjects\Kinect_body_tracking_v2/closer_data_coords\A-sign,0.5496776103973389,0.29810333251953125,0.49017107486724854,0.2857717275619507,0.4451201558113098,0.24704883992671967,0.4286631941795349,0.2093634307384491,0.4192369282245636,0.1784440577030182,0.46537861227989197,0.20384880900382996,0.44847822189331055,0.18781471252441406,0.456916868686676,0.21636147797107697,0.46899285912513733,0.24165959656238556,0.4967242181301117,0.19793285429477692,0.4762381315231323,0.18572062253952026,0.48820367455482483,0.2215825319290161,0.5019611120223999,0.251234769821167,0.5298365950584412,0.19469225406646729,0.5041903853416443,0.18842682242393494,0.515914261341095,0.22489824891090393,0.5299498438835144,0.2534501254558563,0.5670041441917419,0.195173978805542,0.5353257656097412,0.18808259069919586,0.5388986468315125,0.2168452888727188,0.549727737903595,0.23968049883842468
A-sign,landmarks_image_0005.json,C:\Users\Administrator\PycharmProjects\Kinect_body_tracking_v2/closer_data_coords\A-sign,0.5765281319618225,0.2660139799118042,0.5196161866188049,0.2553611099720001,0.4736946225166321,0.21483677625656128,0.45838725566864014,0.17658168077468872,0.45019298791885376,0.1456693410873413,0.49680569767951965,0.16914698481559753,0.478928804397583,0.15513721108436584,0.4889070689678192,0.18463976681232452,0.5027043223381042,0.2105032205581665,0.5284436941146851,0.16423587501049042,0.5053449869155884,0.15207822620868683,0.5163424611091614,0.18818485736846924,0.5292719006538391,0.21794115006923676,0.561379075050354,0.16222307085990906,0.533850371837616,0.15724633634090424,0.5447438955307007,0.19401909410953522,0.5579454302787781,0.22244837880134583,0.5969300866127014,0.16400837898254395,0.5652448534965515,0.1588015854358673,0.5681328177452087,0.18621866405010223,0.5783756971359253,0.20746195316314697
A-sign,landmarks_image_0006.json,C:\Users\Administrator\PycharmProjects\Kinect_body_tracking_v2/closer_data_coords\A-sign,0.6305030584335327,0.2286275327205658,0.5697465538978577,0.2042585164308548,0.5296472311019897,0.16499876976013184,0.5165815949440002,0.12862300872802734,0.5115912556648254,0.0958891212940216,0.5559675693511963,0.12334416806697845,0.5364828705787659,0.11347956955432892,0.5455092191696167,0.14278465509414673,0.5575195550918579,0.17020180821418762,0.5860538482666016,0.12038269639015198,0.5644104480743408,0.1115124523639679,0.5751922130584717,0.1470704823732376,0.5855525732040405,0.17815300822257996,0.6178888082504272,0.12040199339389801,0.5916028618812561,0.11415448039770126,0.6012929081916809,0.14957879483699799,0.6115398406982422,0.179792582988739,0.652275800704956,0.12501591444015503,0.6222541928291321,0.11696913093328476,0.6258915662765503,0.14306703209877014,0.6344349384307861,0.1658913940191269
A-sign,landmarks_image_0007.json,C:\Users\Administrator\PycharmProjects\Kinect_body_tracking_v2/closer_data_coords\A-sign,0.7289614081382751,0.21066613495349884,0.6698655486106873,0.1833803355693817,0.6326245069503784,0.1397792398929596,0.6228837966918945,0.10153266787528992,0.6194636225700378,0.06805543601512909,0.6609058380126953,0.10239417850971222,0.6449010968208313,0.0873858630657196,0.6510474681854248,0.11734902858734131,0.6605733036994934,0.1447533518075943,0.6919877529144287,0.1026792824268341,0.6733925342559814,0.08871099352836609,0.6785665154457092,0.12318844348192215,0.68480384349823,0.15312829613685608,0.7242199182510376,0.10601571202278137,0.6997940540313721,0.09601607918739319,0.7040213942527771,0.13028821349143982,0.7112025618553162,0.15945875644683838,0.7585929036140442,0.11326412856578827,0.7304904460906982,0.10172973573207855,0.7295763492584229,0.12745334208011627,0.735776424407959,0.15067225694656372
A-sign,landmarks_image_0008.json,C:\Users\Administrator\PycharmProjects\Kinect_body_tracking_v2/closer_data_coords\A-sign,0.7752757668495178,0.20053255558013916,0.7215596437454224,0.18432921171188354,0.6853476166725159,0.14012470841407776,0.6776269674301147,0.10155144333839417,0.6757878065109253,0.07010002434253693,0.7092971205711365,0.09796798974275589,0.697879433631897,0.08283650130033493,0.7062729597091675,0.11092159897089005,0.7146310210227966,0.13693048059940338,0.7419946789741516,0.09663577377796173,0.7285818457603455,0.08594875037670135,0.7358680963516235,0.12098939716815948,0.7410338521003723,0.1500496119260788,0.7742514610290527,0.09933727234601974,0.7567553520202637,0.09602846950292587,0.761846661567688,0.13111186027526855,0.7662383317947388,0.15856964886188507,0.8062148690223694,0.10648167878389359,0.7847026586532593,0.10043568164110184,0.7845360636711121,0.12781868875026703,0.7883312702178955,0.14981500804424286
A-sign,landmarks_image_0009.json,C:\Users\Administrator\PycharmProjects\Kinect_body_tracking_v2/closer_data_coords\A-sign,0.7766023874282837,0.19502976536750793,0.7247557044029236,0.18156327307224274,0.6891781687736511,0.13797783851623535,0.6811743378639221,0.10096471756696701,0.6787441372871399,0.07056906819343567,0.7130654454231262,0.09523079544305801,0.704505443572998,0.08285963535308838,0.7096132636070251,0.11245319247245789,0.7156592607498169,0.136481374502182,0.7453593015670776,0.0936143547296524,0.7332868576049805,0.08567419648170471,0.7377997040748596,0.12118026614189148,0.7421820163726807,0.14988425374031067,0.7776796221733093,0.09613405168056488,0.7606640458106995,0.09383492171764374,0.7648323178291321,0.1296738237142563,0.7687513828277588,0.15833617746829987,0.8099324703216553,0.10297182947397232,0.7889180183410645,0.09770140796899796,0.7890232801437378,0.1263856738805771,0.7925499677658081,0.15017780661582947
